id,match_key,match_date,bet_name,bet_category,probability,sportium,sportbet,best_edge,outcome,is_custom,custom_stat,custom_type,custom_scope,custom_direction,custom_line,custom_esito,created_at
"1621","Bundes|Stuttgart|Werder Bremen","2026-04-26","OVER 2,5 CARTELLINI TOTALI","Cartellini","0.8549281391371747","1.25","1.24","0.06866017392146828","LOSS","0","","","","","","","2026-04-27 00:57:22"
"1622","Bundes|Stuttgart|Werder Bremen","2026-04-26","OVER 3,5 CARTELLINI TOTALI","Cartellini","0.7017571290969757","1.64","1.61","0.1508816917190401","LOSS","0","","","","","","","2026-04-27 00:57:22"
"1623","Bundes|Stuttgart|Werder Bremen","2026-04-26","OVER 0,5 CARTELLINI CASA","Cartellini","0.902898649942815","1.13","","0.020275474435380803","LOSS","0","","","","","","","2026-04-27 00:57:22"
"1624","Bundes|Stuttgart|Werder Bremen","2026-04-26","OVER 1,5 CARTELLINI CASA","Cartellini","0.6764583016094594","1.72","1.79","0.21086035988093244","LOSS","0","","","","","","","2026-04-27 00:57:22"
"1611","Bundes|Stuttgart|Werder Bremen","2026-04-26","UNDER 3,5 GOL","Gol","0.6901387918611859","1.72","1.74","0.2008414978384634","WIN","0","","","","","","","2026-04-27 00:57:21"
"1612","Bundes|Stuttgart|Werder Bremen","2026-04-26","UNDER 4,5 GOL","Gol","0.8294136481294245","1.3","1.31","0.08653187904954618","WIN","0","","","","","","","2026-04-27 00:57:21"
"1613","Bundes|Stuttgart|Werder Bremen","2026-04-26","UNDER 5,5 GOL","Gol","0.9140557339428071","1.12","1.12","0.02374242201594412","WIN","0","","","","","","","2026-04-27 00:57:21"
"1614","Bundes|Stuttgart|Werder Bremen","2026-04-26","UNDER 2,5 GOL CASA","Gol","0.7406799278105816","1.57","1.56","0.1628674866626132","WIN","0","","","","","","","2026-04-27 00:57:21"
"1615","Bundes|Stuttgart|Werder Bremen","2026-04-26","UNDER 3,5 GOL CASA","Gol","0.895703488688911","1.2","1.19","0.0748441864266931","WIN","0","","","","","","","2026-04-27 00:57:21"
"1616","Bundes|Stuttgart|Werder Bremen","2026-04-26","UNDER 4,5 GOL CASA","Gol","0.9648666512082452","1.06","1.05","0.022758650280739975","WIN","0","","","","","","","2026-04-27 00:57:21"
"1617","Bundes|Stuttgart|Werder Bremen","2026-04-26","UNDER 1,5 GOL OSPITE","Gol","0.7348785805600402","1.4","1.39","0.02883001278405617","WIN","0","","","","","","","2026-04-27 00:57:21"
"1618","Bundes|Stuttgart|Werder Bremen","2026-04-26","UNDER 6,5 CORNER CASA","Corner","0.6587946759496203","1.58","1.36","0.04089558800040005","LOSS","0","","","","","","","2026-04-27 00:57:21"
"1619","Bundes|Stuttgart|Werder Bremen","2026-04-26","UNDER 7,5 CORNER CASA","Corner","0.760550622169851","1.32","1.12","0.003926821264203406","LOSS","0","","","","","","","2026-04-27 00:57:21"
"1620","Bundes|Stuttgart|Werder Bremen","2026-04-26","OVER 2,5 CORNER OSPITE","Corner","0.7347031595912059","1.39","1.31","0.021237391831776087","LOSS","0","","","","","","","2026-04-27 00:57:21"
"1607","LaLiga|Villarreal|Celta","2026-04-26","OVER 6,5 TIRI IN PORTA TOTALI","Tiri in Porta","0.7704759464704499","","1.3","0.00161873041158489","WIN","0","","","","","","","2026-04-27 00:56:09"
"1608","LaLiga|Villarreal|Celta","2026-04-26","OVER 2,5 TIRI IN PORTA OSPITE","Tiri in Porta","0.7196089236360901","1.34","1.41","0.014648582326886928","WIN","0","","","","","","","2026-04-27 00:56:09"
"1609","LaLiga|Villarreal|Celta","2026-04-26","OVER 3,5 CARTELLINI TOTALI","Cartellini","0.7398675646975414","1.38","1.39","0.02841591492958262","WIN","0","","","","","","","2026-04-27 00:56:09"
"1610","LaLiga|Villarreal|Celta","2026-04-26","OVER 1,5 CARTELLINI OSPITE","Cartellini","0.7680866438000389","1.31","","0.006193503378050913","WIN","0","","","","","","","2026-04-27 00:56:09"
"1604","LaLiga|Osasuna|Sevilla","2026-04-26","UNDER 6,5 CARTELLINI TOTALI","Cartellini","0.7707587105291595","1.35","1.32","0.04052425921436531","WIN","0","","","","","","","2026-04-27 00:55:11"
